ref,accuracy,epoch,loss,val_accuracy,val_loss,granularity
55,0.947619021,55,0.223197877,0.909523785,0.253595978,16
56,0.899999976,56,0.260263354,0.909523785,0.251777261,16
57,0.919047594,57,0.274962693,0.909523785,0.249927387,16
58,0.923809528,58,0.234052733,0.919047594,0.246986866,16
59,0.919047594,59,0.254437268,0.919047594,0.244972661,16
60,0.919047594,60,0.262720585,0.919047594,0.243773609,16
61,0.909523785,61,0.253462851,0.919047594,0.244696259,16
62,0.919047594,62,0.220386729,0.919047594,0.243261278,16
63,0.919047594,63,0.247484446,0.919047594,0.24267678,16
64,0.923809528,64,0.244918227,0.919047594,0.242212892,16
65,0.914285719,65,0.246066108,0.919047594,0.242108613,16
66,0.909523785,66,0.247608989,0.919047594,0.242548734,16
67,0.871428549,67,0.316606998,0.919047594,0.242178574,16
68,0.928571403,68,0.247379333,0.919047594,0.240856916,16
69,0.938095212,69,0.20513007,0.919047594,0.239899814,16
70,0.895238101,70,0.315046042,0.919047594,0.239475891,16
71,0.914285719,71,0.254210979,0.923809528,0.23877956,16
72,0.919047594,72,0.225162834,0.923809528,0.238409549,16
73,0.909523785,73,0.27143842,0.923809528,0.239900678,16
74,0.914285719,74,0.250837654,0.923809528,0.238112375,16
75,0.942857146,75,0.237361223,0.923809528,0.236617595,16
76,0.923809528,76,0.235162333,0.923809528,0.23413834,16
77,0.914285719,77,0.253539592,0.923809528,0.231129438,16
78,0.914285719,78,0.275777012,0.923809528,0.229383141,16
79,0.895238101,79,0.244488403,0.923809528,0.229040593,16
80,0.928571403,80,0.22216168,0.928571403,0.228126094,16
81,0.942857146,81,0.213159502,0.933333337,0.226083398,16
82,0.899999976,82,0.270309597,0.933333337,0.223433346,16
83,0.923809528,83,0.221775472,0.928571403,0.222265646,16
84,0.919047594,84,0.227869913,0.933333337,0.221719474,16
85,0.938095212,85,0.250658154,0.933333337,0.220283076,16
86,0.919047594,86,0.244056463,0.933333337,0.218381882,16
87,0.923809528,87,0.251654893,0.933333337,0.215295956,16
88,0.919047594,88,0.234830186,0.933333337,0.214982465,16
89,0.923809528,89,0.244894266,0.938095212,0.213068902,16
90,0.914285719,90,0.250510961,0.938095212,0.212780654,16
91,0.919047594,91,0.218765333,0.938095212,0.212962598,16
92,0.933333337,92,0.22666426,0.942857146,0.213813797,16
93,0.914285719,93,0.259357572,0.938095212,0.214920521,16
94,0.928571403,94,0.246272355,0.938095212,0.214613408,16
95,0.880952358,95,0.295527279,0.938095212,0.213690385,16
96,0.938095212,96,0.229371801,0.938095212,0.213525906,16
97,0.933333337,97,0.252458513,0.942857146,0.213626862,16
98,0.928571403,98,0.220616952,0.938095212,0.213377252,16
99,0.866666675,99,0.309091538,0.938095212,0.212594852,16
100,0.195238099,0,2.148001194,0.142857149,12.30541801,17
101,0.452380955,1,1.466314435,0.142857149,21.46620178,17
102,0.519047618,2,1.184996367,0.142857149,34.40496445,17
103,0.623809516,3,0.967776656,0.142857149,32.67382813,17
104,0.633333325,4,0.99474591,0.142857149,23.92551804,17
105,0.623809516,5,0.901809931,0.142857149,18.90177155,17
106,0.666666687,6,0.813947678,0.142857149,14.28059387,17
107,0.676190495,7,0.8387326,0.142857149,10.87654781,17
108,0.666666687,8,0.794149041,0.142857149,8.114123344,17
109,0.709523797,9,0.746865511,0.147619054,6.130190849,17
110,0.666666687,10,0.772500157,0.161904767,4.6801157,17
111,0.657142878,11,0.802174687,0.171428576,3.501477242,17
112,0.628571451,12,0.885258257,0.200000003,2.688632965,17
113,0.666666687,13,0.782844484,0.309523821,2.089568138,17
114,0.719047606,14,0.745957494,0.40476191,1.676954985,17
115,0.68095237,15,0.783373713,0.495238096,1.394351721,17
116,0.752380967,16,0.687256634,0.54285717,1.213454723,17
117,0.628571451,17,0.805386543,0.552380979,1.096435785,17
118,0.657142878,18,0.846094191,0.552380979,1.010580063,17
119,0.652380943,19,0.791787505,0.609523833,0.928213418,17
120,0.657142878,20,0.827035964,0.609523833,0.876760602,17
121,0.728571415,21,0.676257968,0.63809526,0.825092912,17
122,0.699999988,22,0.72538197,0.68095237,0.782447577,17
123,0.719047606,23,0.721833825,0.685714304,0.754586816,17
124,0.666666687,24,0.72136426,0.714285731,0.719669104,17
125,0.733333349,25,0.648573577,0.719047606,0.695986807,17
126,0.757142842,26,0.626828074,0.757142842,0.667795479,17
127,0.77619046,27,0.647643924,0.780952394,0.647069216,17
128,0.690476179,28,0.698254108,0.809523821,0.616550982,17
129,0.728571415,29,0.697089851,0.828571439,0.584359825,17
130,0.747619033,30,0.630926132,0.842857122,0.557076216,17
131,0.704761922,31,0.691163063,0.842857122,0.542777419,17
132,0.714285731,32,0.648352981,0.842857122,0.535693407,17
133,0.747619033,33,0.685964406,0.842857122,0.530590355,17
134,0.752380967,34,0.613350868,0.838095248,0.521564901,17
135,0.752380967,35,0.625969529,0.871428549,0.515420079,17
136,0.800000012,36,0.52050823,0.871428549,0.507165372,17
137,0.804761887,37,0.523988903,0.890476167,0.495516539,17
138,0.823809505,38,0.523064733,0.890476167,0.492569596,17
139,0.761904776,39,0.601674199,0.885714293,0.483342886,17
140,0.800000012,40,0.521666765,0.890476167,0.482990295,17
141,0.771428585,41,0.598207414,0.885714293,0.483393788,17
142,0.77619046,42,0.581127644,0.880952358,0.48622939,17
143,0.804761887,43,0.501084089,0.885714293,0.481675565,17
144,0.771428585,44,0.581320345,0.880952358,0.472343773,17
145,0.785714269,45,0.533712983,0.876190484,0.467941225,17
146,0.785714269,46,0.547935724,0.876190484,0.467494488,17
147,0.757142842,47,0.614584923,0.876190484,0.473160505,17
148,0.814285696,48,0.470176339,0.866666675,0.482430339,17
149,0.828571439,49,0.507175863,0.86190474,0.477973461,17
150,0.771428585,50,0.554214716,0.857142866,0.474840313,17
151,0.766666651,51,0.567355394,0.857142866,0.470521957,17
152,0.833333313,52,0.472898215,0.86190474,0.466593891,17
153,0.823809505,53,0.525860012,0.866666675,0.462989926,17
154,0.804761887,54,0.579774976,0.866666675,0.461728513,17
155,0.833333313,55,0.453923613,0.866666675,0.460741431,17
156,0.780952394,56,0.545713902,0.871428549,0.460375041,17
157,0.842857122,57,0.48516649,0.871428549,0.45896709,17
158,0.842857122,58,0.446905851,0.866666675,0.459058881,17
159,0.780952394,59,0.531351805,0.866666675,0.45682773,17
160,0.842857122,60,0.408723265,0.866666675,0.455312252,17
161,0.814285696,61,0.481031567,0.871428549,0.45455882,17
162,0.800000012,62,0.505944848,0.871428549,0.452206433,17
163,0.800000012,63,0.464001894,0.866666675,0.449888319,17
164,0.833333313,64,0.458926022,0.866666675,0.447726399,17
165,0.814285696,65,0.482281238,0.866666675,0.445669591,17
166,0.838095248,66,0.460615396,0.866666675,0.444014221,17
167,0.809523821,67,0.503206074,0.871428549,0.443521112,17
168,0.81904763,68,0.462136,0.871428549,0.443797946,17
169,0.761904776,69,0.529423058,0.871428549,0.442756116,17
170,0.823809505,70,0.497674495,0.866666675,0.443374455,17
171,0.842857122,71,0.436736017,0.871428549,0.442227691,17
172,0.838095248,72,0.462046802,0.871428549,0.443237752,17
173,0.833333313,73,0.396952689,0.871428549,0.443169504,17
174,0.809523821,74,0.514069021,0.871428549,0.442797512,17
175,0.847619057,75,0.429819018,0.871428549,0.441762894,17
176,0.804761887,76,0.496290416,0.871428549,0.441769868,17
177,0.823809505,77,0.473168135,0.871428549,0.440885097,17
178,0.809523821,78,0.494509816,0.871428549,0.438539237,17
179,0.790476203,79,0.492439628,0.871428549,0.437411219,17
180,0.814285696,80,0.533147991,0.871428549,0.436760664,17
181,0.838095248,81,0.441842228,0.871428549,0.437134594,17
182,0.842857122,82,0.439147294,0.871428549,0.438349843,17
183,0.814285696,83,0.465888768,0.871428549,0.437335193,17
184,0.86190474,84,0.375237197,0.871428549,0.43808496,17
185,0.800000012,85,0.483106911,0.871428549,0.437319726,17
186,0.838095248,86,0.490242064,0.871428549,0.437230796,17
187,0.852380931,87,0.446446151,0.871428549,0.437084079,17
188,0.833333313,88,0.477696061,0.871428549,0.436336696,17
189,0.814285696,89,0.481871903,0.871428549,0.435422122,17
190,0.804761887,90,0.508779109,0.871428549,0.435485005,17
191,0.814285696,91,0.493857831,0.871428549,0.434643924,17
192,0.790476203,92,0.516754568,0.871428549,0.434949666,17
193,0.804761887,93,0.483180285,0.876190484,0.435379714,17
194,0.81904763,94,0.482069105,0.876190484,0.43489933,17
195,0.823809505,95,0.467270017,0.876190484,0.433630526,17
196,0.828571439,96,0.47435078,0.876190484,0.433345675,17
197,0.86190474,97,0.401386857,0.876190484,0.43246612,17
198,0.838095248,98,0.441351354,0.876190484,0.431359977,17
199,0.785714269,99,0.52908057,0.876190484,0.431297243,17
200,0.195238099,0,2.191751003,0.142857149,6.905849457,17
201,0.433333337,1,1.459283113,0.142857149,21.50661278,17
202,0.490476191,2,1.232029676,0.142857149,19.36666679,17
203,0.5,3,1.175511003,0.223809525,13.44215965,17
204,0.614285707,4,0.910683215,0.166666672,12.50401211,17
205,0.652380943,5,0.909667432,0.147619054,12.03150368,17
206,0.628571451,6,0.843393087,0.171428576,9.78573513,17
207,0.623809516,7,0.86574626,0.195238099,7.770038605,17
208,0.647619069,8,0.832072139,0.209523812,6.180822849,17
209,0.647619069,9,0.793238342,0.247619048,4.870992661,17
210,0.685714304,10,0.729434252,0.261904776,3.861640453,17
211,0.728571415,11,0.712213635,0.280952394,3.17484498,17
212,0.661904752,12,0.759473026,0.285714298,2.660956144,17
213,0.704761922,13,0.730237961,0.295238107,2.269089699,17
214,0.719047606,14,0.7549721,0.295238107,2.019513607,17
215,0.719047606,15,0.705241919,0.338095248,1.768714547,17
216,0.666666687,16,0.745402575,0.352380961,1.576197982,17
217,0.690476179,17,0.723214447,0.385714293,1.431028128,17
218,0.714285731,18,0.746922016,0.414285719,1.288467169,17
219,0.719047606,19,0.717404127,0.452380955,1.181291223,17
220,0.738095224,20,0.649440229,0.504761934,1.088773608,17
221,0.742857158,21,0.697779477,0.566666663,1.004857063,17
222,0.733333349,22,0.67258513,0.628571451,0.926454663,17
223,0.738095224,23,0.667795241,0.647619069,0.864774525,17
224,0.766666651,24,0.627180457,0.676190495,0.799814999,17
225,0.738095224,25,0.715139747,0.728571415,0.749405921,17
226,0.785714269,26,0.582009315,0.747619033,0.718764186,17
227,0.752380967,27,0.611847818,0.77619046,0.684769988,17
228,0.738095224,28,0.649649978,0.804761887,0.664266467,17
229,0.761904776,29,0.628422976,0.809523821,0.647738993,17
230,0.747619033,30,0.643160403,0.81904763,0.622046471,17
231,0.780952394,31,0.613292933,0.847619057,0.598579943,17
232,0.742857158,32,0.61486274,0.852380931,0.582174838,17
233,0.752380967,33,0.60138309,0.852380931,0.566170514,17
234,0.771428585,34,0.596593678,0.852380931,0.551259577,17
235,0.747619033,35,0.620219111,0.838095248,0.537324488,17
236,0.757142842,36,0.598579824,0.847619057,0.524617136,17
237,0.766666651,37,0.56553936,0.847619057,0.512435496,17
238,0.77619046,38,0.582424045,0.847619057,0.498957962,17
239,0.728571415,39,0.639132023,0.852380931,0.490249306,17
240,0.771428585,40,0.551311672,0.852380931,0.498018742,17
241,0.747619033,41,0.623960853,0.842857122,0.499194652,17
242,0.804761887,42,0.524905801,0.847619057,0.49916634,17
243,0.785714269,43,0.571370184,0.842857122,0.49603039,17
244,0.790476203,44,0.554764211,0.842857122,0.494297624,17
245,0.809523821,45,0.475900054,0.847619057,0.491942525,17
246,0.823809505,46,0.506462872,0.847619057,0.489175677,17
247,0.780952394,47,0.528363109,0.842857122,0.487451792,17
248,0.77619046,48,0.554441571,0.842857122,0.486319065,17
249,0.780952394,49,0.592026412,0.838095248,0.48513031,17
250,0.81904763,50,0.492114246,0.838095248,0.484465748,17
251,0.77619046,51,0.611557007,0.838095248,0.483060986,17
252,0.77619046,52,0.520874918,0.838095248,0.483006001,17
253,0.780952394,53,0.539294243,0.833333313,0.483122319,17
254,0.814285696,54,0.482020438,0.833333313,0.482705146,17
255,0.771428585,55,0.586598933,0.833333313,0.482185006,17
256,0.809523821,56,0.539355457,0.838095248,0.481956482,17
257,0.809523821,57,0.523598492,0.828571439,0.481482506,17
258,0.761904776,58,0.583239794,0.828571439,0.482338071,17
259,0.757142842,59,0.544990659,0.833333313,0.482106447,17
260,0.780952394,60,0.610864282,0.833333313,0.481686682,17
261,0.838095248,61,0.456752717,0.833333313,0.481744528,17
262,0.823809505,62,0.492395371,0.833333313,0.482244253,17
263,0.795238078,63,0.554835737,0.833333313,0.482454419,17
264,0.771428585,64,0.520444393,0.833333313,0.482843369,17
265,0.809523821,65,0.502681553,0.828571439,0.482252866,17
266,0.747619033,66,0.637880087,0.828571439,0.482722729,17
267,0.800000012,67,0.559732437,0.823809505,0.48350808,17
268,0.81904763,68,0.502581775,0.81904763,0.483546197,17
269,0.738095224,69,0.623149693,0.81904763,0.484328508,17
270,0.771428585,70,0.555633605,0.81904763,0.484151632,17
271,0.733333349,71,0.584425986,0.81904763,0.484262526,17
272,0.77619046,72,0.540109813,0.81904763,0.484885514,17
273,0.757142842,73,0.579958618,0.81904763,0.485088199,17
274,0.795238078,74,0.501733065,0.81904763,0.485495567,17
275,0.804761887,75,0.51614666,0.81904763,0.484908402,17
276,0.766666651,76,0.598061025,0.81904763,0.48450467,17
277,0.800000012,77,0.552569389,0.81904763,0.48464027,17
278,0.795238078,78,0.518105805,0.823809505,0.484379917,17
279,0.709523797,79,0.642046452,0.81904763,0.483244389,17
280,0.809523821,80,0.562866628,0.81904763,0.483734131,17
281,0.790476203,81,0.582359076,0.81904763,0.483862817,17
282,0.738095224,82,0.581670046,0.823809505,0.48375687,17
283,0.804761887,83,0.569161177,0.823809505,0.483862549,17
284,0.804761887,84,0.510202527,0.81904763,0.4842498,17
285,0.780952394,85,0.558222711,0.814285696,0.484159589,17
286,0.790476203,86,0.556144774,0.814285696,0.484218717,17
287,0.785714269,87,0.551441312,0.814285696,0.48396942,17
288,0.804761887,88,0.537492871,0.814285696,0.484085798,17
289,0.77619046,89,0.576660752,0.809523821,0.484437346,17
290,0.809523821,90,0.517311513,0.809523821,0.485066503,17
291,0.81904763,91,0.491247535,0.809523821,0.485103726,17
292,0.790476203,92,0.564856291,0.809523821,0.484814703,17
293,0.790476203,93,0.522420526,0.814285696,0.483719528,17
294,0.785714269,94,0.526296139,0.814285696,0.483618021,17
295,0.757142842,95,0.574364007,0.814285696,0.483819813,17
296,0.77619046,96,0.560122192,0.814285696,0.48382923,17
297,0.766666651,97,0.572409868,0.814285696,0.483951211,17
298,0.766666651,98,0.574134529,0.814285696,0.484523565,17
299,0.795238078,99,0.550686717,0.814285696,0.484318465,17
300,0.252380967,0,2.000782251,0.142857149,23.44348717,15
301,0.385714293,1,1.497689366,0.142857149,27.10080528,15
302,0.495238096,2,1.170687914,0.142857149,42.52926254,15
303,0.561904788,3,0.998758435,0.142857149,42.12546921,15
304,0.619047642,4,0.956972957,0.142857149,29.16317749,15
305,0.661904752,5,0.903740823,0.142857149,21.55596542,15
306,0.666666687,6,0.792811632,0.142857149,15.83115196,15
307,0.666666687,7,0.811785698,0.142857149,12.39374256,15
308,0.671428561,8,0.857289433,0.142857149,11.29906845,15
309,0.695238113,9,0.784478307,0.142857149,9.070175171,15
310,0.719047606,10,0.716923594,0.142857149,6.430739403,15
311,0.704761922,11,0.75691849,0.147619054,4.598554611,15
312,0.766666651,12,0.624104917,0.176190481,3.693194389,15
313,0.72380954,13,0.686100423,0.219047621,3.232260942,15
314,0.742857158,14,0.639352977,0.295238107,2.513942719,15
315,0.766666651,15,0.542071998,0.45714286,1.871335387,15
316,0.766666651,16,0.593493044,0.547619045,1.533465624,15
317,0.809523821,17,0.503085315,0.495238096,1.372157335,15
318,0.780952394,18,0.537638724,0.523809552,1.190901518,15
319,0.800000012,19,0.483718812,0.600000024,0.983471632,15
320,0.833333313,20,0.459540933,0.666666687,0.833372593,15
321,0.766666651,21,0.550273478,0.738095224,0.72970438,15
322,0.857142866,22,0.425135702,0.747619033,0.688602924,15
323,0.838095248,23,0.418022782,0.738095224,0.697532594,15
324,0.885714293,24,0.379361987,0.714285731,0.675257862,15
325,0.847619057,25,0.413156152,0.742857158,0.579368711,15
326,0.804761887,26,0.492214322,0.828571439,0.46626249,15
327,0.823809505,27,0.4413414,0.890476167,0.397764146,15
328,0.895238101,28,0.321536332,0.842857122,0.436878353,15
329,0.90476191,29,0.30356437,0.852380931,0.421931416,15
330,0.86190474,30,0.36505264,0.876190484,0.407428145,15
331,0.866666675,31,0.329584569,0.866666675,0.40278545,15
332,0.885714293,32,0.288410932,0.871428549,0.392364502,15
333,0.899999976,33,0.276602238,0.871428549,0.384491473,15
334,0.847619057,34,0.381758213,0.866666675,0.378892928,15
335,0.86190474,35,0.346692741,0.871428549,0.370770931,15
336,0.895238101,36,0.281080455,0.866666675,0.374671489,15
337,0.895238101,37,0.293150902,0.86190474,0.384439766,15
338,0.890476167,38,0.274412215,0.86190474,0.396850914,15
339,0.880952358,39,0.327560216,0.857142866,0.394106686,15
340,0.895238101,40,0.308178633,0.857142866,0.388147801,15
341,0.895238101,41,0.325272381,0.857142866,0.382329732,15
342,0.909523785,42,0.280299842,0.852380931,0.377447188,15
343,0.880952358,43,0.308915019,0.847619057,0.373733848,15
344,0.909523785,44,0.300406635,0.847619057,0.371735722,15
345,0.885714293,45,0.309076875,0.852380931,0.368665814,15
346,0.938095212,46,0.23028025,0.847619057,0.366595954,15
347,0.909523785,47,0.271220267,0.847619057,0.365439326,15
348,0.890476167,48,0.302811146,0.847619057,0.363651544,15
349,0.885714293,49,0.308649272,0.847619057,0.36313197,15
350,0.880952358,50,0.328101903,0.847619057,0.361254871,15
351,0.923809528,51,0.246256024,0.842857122,0.361463577,15
352,0.90476191,52,0.302020073,0.842857122,0.361334145,15
353,0.928571403,53,0.226451576,0.842857122,0.361666858,15
354,0.914285719,54,0.299286842,0.842857122,0.361121595,15
355,0.895238101,55,0.303613394,0.838095248,0.359392196,15
356,0.909523785,56,0.252568632,0.838095248,0.359512687,15
357,0.899999976,57,0.292939931,0.838095248,0.359408647,15
358,0.923809528,58,0.240672007,0.842857122,0.35985741,15
359,0.938095212,59,0.236595601,0.842857122,0.357711613,15
360,0.899999976,60,0.314546436,0.847619057,0.356336653,15
361,0.880952358,61,0.353017658,0.847619057,0.356708854,15
362,0.885714293,62,0.325222194,0.847619057,0.35712263,15
363,0.890476167,63,0.317279547,0.847619057,0.358715326,15
364,0.895238101,64,0.286174417,0.847619057,0.358709723,15
365,0.899999976,65,0.289727896,0.852380931,0.357951909,15
366,0.923809528,66,0.243973613,0.852380931,0.356691003,15
367,0.909523785,67,0.2753326,0.852380931,0.357171565,15
368,0.885714293,68,0.290441036,0.852380931,0.357200325,15
369,0.895238101,69,0.25447461,0.852380931,0.357395947,15
370,0.919047594,70,0.244374663,0.852380931,0.35709852,15
371,0.899999976,71,0.27654171,0.852380931,0.355362236,15
372,0.885714293,72,0.331663579,0.852380931,0.355050772,15
373,0.909523785,73,0.279724121,0.852380931,0.355373532,15
374,0.890476167,74,0.305877239,0.847619057,0.356728047,15
375,0.899999976,75,0.303846449,0.847619057,0.357132763,15
376,0.909523785,76,0.27442795,0.847619057,0.357210577,15
377,0.923809528,77,0.288175166,0.847619057,0.356146812,15
378,0.919047594,78,0.29942295,0.852380931,0.355975598,15
379,0.895238101,79,0.281068921,0.852380931,0.355682969,15
380,0.919047594,80,0.280605257,0.852380931,0.356683165,15
381,0.899999976,81,0.280753434,0.852380931,0.355559319,15
382,0.90476191,82,0.258749127,0.852380931,0.354191303,15
383,0.885714293,83,0.300905377,0.857142866,0.354775101,15
384,0.909523785,84,0.288468957,0.857142866,0.354694515,15
385,0.90476191,85,0.261701822,0.857142866,0.354687124,15
386,0.90476191,86,0.292998731,0.857142866,0.354815215,15
387,0.90476191,87,0.285083264,0.857142866,0.354828537,15
388,0.919047594,88,0.260537058,0.857142866,0.354010433,15
389,0.885714293,89,0.314210653,0.857142866,0.354429394,15
390,0.857142866,90,0.340599895,0.857142866,0.354158968,15
391,0.871428549,91,0.314010799,0.857142866,0.354570001,15
392,0.914285719,92,0.286084741,0.857142866,0.353420705,15
393,0.899999976,93,0.32719776,0.857142866,0.352808714,15
394,0.876190484,94,0.326001525,0.857142866,0.353032261,15
395,0.909523785,95,0.243864939,0.857142866,0.353987813,15
396,0.919047594,96,0.232846767,0.857142866,0.35395509,15
397,0.919047594,97,0.28403765,0.857142866,0.354299605,15
398,0.895238101,98,0.289868116,0.857142866,0.354414284,15
399,0.947619021,99,0.23415567,0.857142866,0.354829401,15
400,0.233333334,0,2.075354099,0.142857149,26.22394371,19
401,0.390476197,1,1.577031016,0.142857149,41.81035995,19
402,0.471428573,2,1.269659519,0.142857149,48.12451553,19
403,0.533333361,3,1.113090992,0.142857149,65.28612518,19
404,0.619047642,4,0.906380951,0.142857149,48.57549286,19
405,0.633333325,5,0.90261811,0.142857149,36.18245316,19
406,0.628571451,6,0.941993833,0.142857149,26.44365692,19
407,0.652380943,7,0.823409438,0.142857149,20.24796867,19
408,0.63809526,8,0.852288663,0.142857149,15.36354256,19
409,0.657142878,9,0.906858683,0.142857149,11.79492569,19
410,0.733333349,10,0.680347025,0.142857149,8.766122818,19
411,0.647619069,11,0.890556216,0.142857149,6.241605759,19
412,0.652380943,12,0.783277392,0.147619054,4.342179775,19
413,0.628571451,13,0.832731187,0.195238099,3.027572155,19
414,0.657142878,14,0.838006973,0.271428585,2.169058323,19
415,0.671428561,15,0.819251478,0.357142866,1.592039227,19
416,0.685714304,16,0.799381137,0.423809528,1.27655983,19
417,0.695238113,17,0.770820558,0.552380979,1.103263378,19
418,0.704761922,18,0.722739398,0.609523833,1.002561331,19
419,0.666666687,19,0.781627893,0.623809516,0.948477685,19
420,0.719047606,20,0.779007912,0.623809516,0.913603008,19
421,0.709523797,21,0.684876859,0.642857134,0.894810796,19
422,0.714285731,22,0.695656776,0.657142878,0.874137342,19
423,0.676190495,23,0.790757239,0.68095237,0.85226965,19
424,0.699999988,24,0.757294476,0.685714304,0.828512311,19
425,0.652380943,25,0.754214048,0.714285731,0.797034204,19
426,0.704761922,26,0.717476904,0.704761922,0.77584666,19
427,0.738095224,27,0.649183095,0.733333349,0.758200407,19
428,0.699999988,28,0.752081454,0.714285731,0.752289891,19
429,0.671428561,29,0.773276985,0.719047606,0.746427476,19
430,0.719047606,30,0.699749589,0.728571415,0.732681394,19
431,0.699999988,31,0.67596209,0.72380954,0.727372527,19
432,0.742857158,32,0.602608323,0.719047606,0.722237945,19
433,0.72380954,33,0.6821841,0.714285731,0.713303328,19
434,0.733333349,34,0.724866569,0.719047606,0.701161563,19
435,0.747619033,35,0.609244525,0.704761922,0.696162999,19
436,0.738095224,36,0.676586032,0.719047606,0.690993726,19
437,0.733333349,37,0.676075161,0.728571415,0.702189326,19
438,0.733333349,38,0.651275754,0.709523797,0.718978286,19
439,0.771428585,39,0.587076843,0.699999988,0.731236696,19
440,0.738095224,40,0.627321064,0.709523797,0.725327134,19
441,0.771428585,41,0.561996579,0.704761922,0.719009399,19
442,0.800000012,42,0.554480791,0.714285731,0.713955104,19
443,0.780952394,43,0.622409225,0.709523797,0.707834125,19
444,0.757142842,44,0.595745802,0.714285731,0.705820799,19
445,0.747619033,45,0.634069741,0.728571415,0.702561617,19
446,0.747619033,46,0.570921659,0.738095224,0.69911617,19
447,0.761904776,47,0.648233593,0.733333349,0.69359988,19
448,0.77619046,48,0.573605478,0.728571415,0.691491425,19
449,0.785714269,49,0.595040917,0.72380954,0.68913722,19
450,0.790476203,50,0.579703093,0.728571415,0.686800063,19
451,0.785714269,51,0.55538398,0.738095224,0.685136437,19
452,0.761904776,52,0.675395429,0.738095224,0.683787465,19
453,0.771428585,53,0.658153653,0.733333349,0.681595445,19
454,0.77619046,54,0.545169234,0.733333349,0.679053724,19
455,0.685714304,55,0.710273802,0.742857158,0.677420914,19
456,0.752380967,56,0.598318577,0.738095224,0.677755356,19
457,0.742857158,57,0.590227604,0.738095224,0.676969349,19
458,0.728571415,58,0.67327702,0.738095224,0.675115824,19
459,0.766666651,59,0.591451466,0.733333349,0.675270498,19
460,0.795238078,60,0.54207325,0.733333349,0.674684584,19
461,0.795238078,61,0.58268249,0.733333349,0.672936857,19
462,0.757142842,62,0.583297312,0.733333349,0.673350751,19
463,0.780952394,63,0.545151532,0.728571415,0.672974288,19
