"","ID","Accuracy","trial_table","choices_table","confidence_table","time_table","granularity_table","Time.stamp","disorder","participated","ethnicity","gender","Area","Accuracy1"
"1","1625231445827",TRUE,"Anger","Anger",85,18709,4,"FALSE","no","no","White","female",NA,1
"2","1625231445827",FALSE,"Anger","Disgust",76,22628,4,"FALSE","no","no","White","female",NA,0
"3","1625231445827",FALSE,"Sad","Neutral",76,42011,7,"FALSE","no","no","White","female",NA,0
"4","1625231445827",TRUE,"Surprise","Surprise",98,17344,4,"FALSE","no","no","White","female",NA,1
"5","1625231445827",FALSE,"Anger","Disgust",74,19126,5,"FALSE","no","no","White","female",NA,0
"6","1625231445827",TRUE,"Fear","Fear",89,13553,3,"FALSE","no","no","White","female",NA,1
"7","1625231445827",TRUE,"Neutral","Neutral",89,8715,3,"FALSE","no","no","White","female",NA,1
"8","1625231445827",TRUE,"Happy","Happy",89,10530,3,"FALSE","no","no","White","female",NA,1
"9","1625231445827",TRUE,"Neutral","Neutral",89,10651,4,"FALSE","no","no","White","female",NA,1
"10","1625231445827",TRUE,"Happy","Happy",89,9833,3,"FALSE","no","no","White","female",NA,1
"11","1625231445827",TRUE,"Neutral","Neutral",89,8997,3,"FALSE","no","no","White","female",NA,1
"12","1625231445827",TRUE,"Sad","Sad",71,19780,6,"FALSE","no","no","White","female",NA,1
"13","1625231445827",FALSE,"Surprise","Fear",71,20495,5,"FALSE","no","no","White","female",NA,0
"14","1625231445827",TRUE,"Happy","Happy",79,11539,3,"FALSE","no","no","White","female",NA,1
"15","1625231445827",TRUE,"Disgust","Disgust",89,12914,4,"FALSE","no","no","White","female",NA,1
"16","1625231445827",TRUE,"Fear","Fear",89,15116,3,"FALSE","no","no","White","female",NA,1
"17","1625231445827",TRUE,"Disgust","Disgust",89,16168,5,"FALSE","no","no","White","female",NA,1
"18","1625231445827",TRUE,"Sad","Sad",89,10872,4,"FALSE","no","no","White","female",NA,1
"19","1625231445827",FALSE,"Fear","Surprise",89,8477,2,"FALSE","no","no","White","female",NA,0
"20","1625231445827",FALSE,"Surprise","Fear",89,25071,4,"FALSE","no","no","White","female",NA,0
"21","1625231445827",TRUE,"Disgust","Disgust",84,21346,5,"FALSE","no","no","White","female",NA,1
"22","1625231445827",FALSE,"Anger","Sad",84,18068,4,"FALSE","no","no","White","female",NA,0
"23","1625231445827",TRUE,"Sad","Sad",84,12656,5,"FALSE","no","no","White","female",NA,1
"24","1625231445827",TRUE,"Sad","Sad",79,23154,5,"FALSE","no","no","White","female",NA,1
"25","1625231445827",TRUE,"Happy","Happy",87,11291,3,"FALSE","no","no","White","female",NA,1
"26","1625231445827",FALSE,"Anger","Disgust",87,25391,9,"FALSE","no","no","White","female",NA,0
"27","1625231445827",FALSE,"Fear","Surprise",83,10873,2,"FALSE","no","no","White","female",NA,0
"28","1625231445827",TRUE,"Happy","Happy",83,8009,3,"FALSE","no","no","White","female",NA,1
"29","1625231445827",TRUE,"Fear","Fear",83,8324,3,"FALSE","no","no","White","female",NA,1
"30","1625231445827",TRUE,"Disgust","Disgust",83,8435,3,"FALSE","no","no","White","female",NA,1
"31","1625231445827",TRUE,"Surprise","Surprise",83,7924,2,"FALSE","no","no","White","female",NA,1
"32","1625231445827",TRUE,"Neutral","Neutral",83,8162,3,"FALSE","no","no","White","female",NA,1
"33","1625231445827",TRUE,"Surprise","Surprise",83,7802,2,"FALSE","no","no","White","female",NA,1
"34","1625231445827",TRUE,"Neutral","Neutral",83,6419,2,"FALSE","no","no","White","female",NA,1
"35","1625231445827",TRUE,"Disgust","Disgust",83,8104,3,"FALSE","no","no","White","female",NA,1
"36","1625234099365",TRUE,"Happy","Happy",100,15454,5,"FALSE","no","no","Asian","female",NA,1
"37","1625234099365",TRUE,"Neutral","Neutral",76,14838,6,"FALSE","no","no","Asian","female",NA,1
"38","1625234099365",FALSE,"Surprise","Fear",76,13822,6,"FALSE","no","no","Asian","female",NA,0
"39","1625234099365",TRUE,"Fear","Fear",76,16247,6,"FALSE","no","no","Asian","female",NA,1
"40","1625234099365",TRUE,"Neutral","Neutral",76,8842,6,"FALSE","no","no","Asian","female",NA,1
"41","1625234099365",FALSE,"Disgust","Anger",76,7956,5,"FALSE","no","no","Asian","female",NA,0
"42","1625234099365",TRUE,"Sad","Sad",76,13185,9,"FALSE","no","no","Asian","female",NA,1
"43","1625234099365",FALSE,"Disgust","Sad",76,11994,8,"FALSE","no","no","Asian","female",NA,0
"44","1625234099365",TRUE,"Neutral","Neutral",76,6732,5,"FALSE","no","no","Asian","female",NA,1
"45","1625234099365",TRUE,"Fear","Fear",76,6947,5,"FALSE","no","no","Asian","female",NA,1
"46","1625234099365",TRUE,"Anger","Anger",76,8628,7,"FALSE","no","no","Asian","female",NA,1
"47","1625234099365",TRUE,"Sad","Sad",76,16866,17,"FALSE","no","no","Asian","female",NA,1
"48","1625234099365",FALSE,"Disgust","Anger",76,7786,6,"FALSE","no","no","Asian","female",NA,0
"49","1625234099365",TRUE,"Sad","Sad",76,7547,6,"FALSE","no","no","Asian","female",NA,1
"50","1625234099365",FALSE,"Disgust","Anger",76,6867,6,"FALSE","no","no","Asian","female",NA,0
